,object_id,name,email,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,year,month,time,user_type
92,38,Eiffel Marko,markoeiffel@gmail.com,PERSONAL_PROJECTS,0.0,0,0,208,0.0,2014,5,6.59,0
93,39,Winter Finley,finleywinter@cuvox.de,ORG_INVITE,0.0,1,0,332,3335.0,2013,9,23.09,0
94,40,Santiago Shirley,shirleyjsantiago@gmail.com,GUEST_INVITE,0.0,0,0,2,5377.0,2014,5,10.29,0
95,41,Herman Christian,christianherman@hotmail.com,ORG_INVITE,1398901097.0,0,0,64,9286.0,2014,4,23.38,0
96,42,Pinto Giovanna,giovannacunhapinto@cuvox.de,SIGNUP,1401044707.0,1,0,235,0.0,2012,11,19.05,1
161,43,Gomes Beatrice,vgqmpljq@yyyxt.com,GUEST_INVITE,1366009997.0,0,0,63,149.0,2012,12,7.13,1
162,44,Vogel Jessika,jessikavogel@jourrapide.com,SIGNUP,1401381792.0,0,0,14,0.0,2014,5,16.43,0
163,45,Boxer Gabrielle,gabrielleboxer@gmail.com,SIGNUP_GOOGLE_AUTH,1398894919.0,1,0,4,0.0,2014,4,21.55,0
164,46,Landry Juliet,juliettlandry@yahoo.com,ORG_INVITE,1388601728.0,0,0,127,2125.0,2014,1,18.42,0
165,47,Carrillo Hillary,hillaryjcarrillo@yahoo.com,ORG_INVITE,1339161782.0,1,1,32,11800.0,2012,6,13.23,0
166,48,Milton Randal,cawizywo@cslyn.com,ORG_INVITE,1383575820.0,0,0,224,526.0,2013,11,14.37,0
167,49,Thompson Terence,terencesthompson@hotmail.com,SIGNUP,1381658812.0,0,0,304,0.0,2013,10,10.06,0
168,50,Oliveira Gabrielly,gabriellyalmeidaoliveira@gmail.com,GUEST_INVITE,1350990128.0,0,0,61,50.0,2012,6,11.02,1
169,51,Pereira Bruna,brunacastropereira@yahoo.com,ORG_INVITE,1377165223.0,0,1,0,9093.0,2013,8,9.53,0
170,52,Braun Thomas,thomasbraun@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,0,0.0,2014,4,22.53,0
171,53,Ribeiro Camila,camilagomesribeiro@gmail.com,GUEST_INVITE,1367797635.0,0,0,37,3641.0,2013,2,23.47,1
172,54,Nilsson Michelle,michellemnilsson@hotmail.com,GUEST_INVITE,1363782687.0,1,1,51,3876.0,2013,3,12.31,0
173,55,Castro Arthur,arthurpereiracastro@gmail.com,SIGNUP_GOOGLE_AUTH,1342825226.0,0,0,229,0.0,2012,7,23.0,0
174,56,Beike Philipp,philippbeike@gmail.com,GUEST_INVITE,1385974202.0,0,0,229,55.0,2013,12,8.5,0
175,57,Almeida Livia,liviameloalmeida@gmail.com,GUEST_INVITE,1384883284.0,0,0,88,2436.0,2013,11,17.48,0
176,58,Sanchez Ernest,ernestgsanchez@jourrapide.com,ORG_INVITE,1359395066.0,1,0,304,6447.0,2013,1,17.44,0
177,59,Barbosa �gatha,agathacavalcantibarbosa@gmail.com,SIGNUP_GOOGLE_AUTH,1401592917.0,0,0,325,0.0,2014,3,3.21,0
178,60,McEacharn Archie,archiemceacharn@gmail.com,ORG_INVITE,1400194563.0,0,0,88,3463.0,2014,3,22.56,0
179,61,Melo Murilo,murilocorreiamelo@gmail.com,SIGNUP_GOOGLE_AUTH,1400039147.0,0,0,150,0.0,2014,5,3.45,0
180,62,Sears Amanda,amandagsears@yahoo.com,SIGNUP,0.0,0,0,347,0.0,2013,7,14.08,0
181,63,Martins Leonor,leonoraraujomartins@gmail.com,SIGNUP_GOOGLE_AUTH,1401899452.0,0,0,203,0.0,2012,12,16.3,1
242,64,Curtis Kate,saxmsdmc@xhtxh.com,SIGNUP,1394920970.0,0,0,21,0.0,2014,3,22.02,0
243,65,Baier Christin,christinbaier@gmail.com,SIGNUP_GOOGLE_AUTH,1377736709.0,0,0,409,0.0,2013,8,0.38,0
244,66,Bouchard Deloris,delorisbbouchard@yahoo.com,ORG_INVITE,1391439052.0,0,0,215,11389.0,2014,2,14.5,0
245,67,Faust Torsten,torstenfaust@gmail.com,ORG_INVITE,1398336740.0,0,0,141,763.0,2014,4,10.52,0
246,68,Madsen Johan,johanimadsen@gmail.com,SIGNUP_GOOGLE_AUTH,1390465471.0,1,0,5,0.0,2014,1,8.24,0
247,69,Bowen Alisha,alishabowen@gustr.com,GUEST_INVITE,1401444918.0,0,0,107,5022.0,2012,6,10.15,1
337,70,Bourchier Alex,alexbourchier@gmail.com,GUEST_INVITE,0.0,0,0,184,10152.0,2014,5,4.43,0
338,71,Cornell Calvin,calvinscornell@gmail.com,PERSONAL_PROJECTS,0.0,0,0,310,0.0,2013,12,20.13,0
339,72,Poulsen Torben,torbenlpoulsen@yahoo.com,SIGNUP,1377258974.0,0,0,367,0.0,2013,8,11.56,0
340,73,Wolf Ralph,ralphwolf@jourrapide.com,ORG_INVITE,1366219963.0,0,0,389,6169.0,2013,4,17.32,0
341,74,Farrell Jack,jackfarrell@gmail.com,SIGNUP_GOOGLE_AUTH,1377302561.0,0,0,89,0.0,2013,1,0.02,1
351,75,Santos Alex,alexaraujosantos@cuvox.de,SIGNUP,1390611921.0,0,0,242,0.0,2014,1,1.05,0
352,76,Jakobsen Villads,rmmyjysq@aethf.com,SIGNUP,1400432325.0,1,1,51,0.0,2014,5,16.58,0
353,77,Melo Isabella,isabellasilvamelo@jourrapide.com,SIGNUP,1358440281.0,1,1,68,0.0,2012,12,16.31,0
354,78,Dalton Seth,btnmsful@tmfog.com,PERSONAL_PROJECTS,1340904999.0,1,0,16,0.0,2012,6,17.36,0
355,79,Hamilton Carrie,carriejhamilton@gmail.com,GUEST_INVITE,0.0,0,0,401,9912.0,2013,5,20.17,0
356,80,Silva Samuel,samuelbarbosasilva@jourrapide.com,ORG_INVITE,1399239038.0,1,1,49,238.0,2014,2,21.3,0
357,81,Cardoso Rafael,rafaelcostacardoso@yahoo.com,PERSONAL_PROJECTS,1401249461.0,1,0,185,0.0,2013,6,3.57,1
370,82,Nygaard Nicklas,nicklasjnygaard@gmail.com,GUEST_INVITE,1401847840.0,0,0,91,3732.0,2013,2,2.1,1
411,83,Araujo Gabriela,gabrielafernandesaraujo@cuvox.de,ORG_INVITE,1359279863.0,1,0,172,9016.0,2013,1,9.44,0
412,84,D'Albertis Sean,seandalbertis@gmail.com,ORG_INVITE,1390970909.0,0,0,8,2050.0,2014,1,4.48,0
413,85,Christensen Johan,johannchristensen@yahoo.com,ORG_INVITE,1376935253.0,1,1,43,10481.0,2013,8,18.0,0
414,86,Barbosa Nicolash,nicolashfernandesbarbosa@jourrapide.com,ORG_INVITE,1352861415.0,0,0,249,9312.0,2012,11,2.5,0
415,87,Martins Isabela,isabelaazevedomartins@jourrapide.com,SIGNUP,1400799209.0,1,0,26,0.0,2013,9,22.53,1
436,88,Barton Taylah,taylahbarton@yahoo.com,SIGNUP,1345113746.0,0,0,139,0.0,2012,8,10.42,0
437,89,Neumann Katrin,katrinneumann@cuvox.de,SIGNUP,1344550320.0,0,0,70,0.0,2012,8,22.12,0
438,90,Gerber Daniela,danielagerber@jourrapide.com,ORG_INVITE,1375835603.0,0,0,10,5961.0,2013,8,0.33,0
439,91,Horniman Tyson,tysonhorniman@yahoo.com,SIGNUP,1363800036.0,0,0,252,0.0,2013,3,17.2,0
440,92,Dobson Isobel,isobeldobson@gmail.com,SIGNUP_GOOGLE_AUTH,1361738003.0,0,0,91,0.0,2013,2,20.33,0
441,93,J�rgensen Michael,michaelsjrgensen@yahoo.com,ORG_INVITE,0.0,0,0,53,2126.0,2012,9,8.07,0
442,94,Overgaard Clara,claranovergaard@gustr.com,SIGNUP,1370786283.0,0,0,69,0.0,2013,6,13.58,0
443,95,Pickering Natasha,natashapickering@gmail.com,PERSONAL_PROJECTS,1398925804.0,0,0,119,0.0,2014,3,6.3,0
444,96,Bach Mohamed,mohamedfbach@gmail.com,ORG_INVITE,1395707602.0,0,0,130,451.0,2014,3,0.33,0
445,97,Hill Samuel,samueljhill@gmail.com,SIGNUP_GOOGLE_AUTH,1380745781.0,0,0,3,0.0,2013,10,20.29,0
446,98,Charles Benjamin,benjamincharles@jourrapide.com,ORG_INVITE,1399996323.0,0,0,196,6529.0,2014,5,15.52,0
447,99,Lauritsen Mark,markalauritsen@yahoo.com,ORG_INVITE,1349047622.0,0,1,335,1261.0,2012,9,23.27,0
448,100,Gardner Jennine,mprmlvse@qrmhc.com,ORG_INVITE,1371458496.0,0,0,375,8357.0,2013,6,8.41,0
449,101,Smith Mark,markysmith@cuvox.de,GUEST_INVITE,1376692685.0,0,0,303,5141.0,2013,8,22.38,0
450,102,Gottschalk Gabriele,gabrielegottschalk@gustr.com,PERSONAL_PROJECTS,0.0,0,0,307,0.0,2013,3,3.3,0
451,103,Bang Emilie,emiliembang@jourrapide.com,GUEST_INVITE,1354445048.0,1,1,25,4144.0,2012,12,10.44,0
452,104,Lima Gabriel,gabrielalmeidalima@jourrapide.com,PERSONAL_PROJECTS,0.0,0,1,370,0.0,2014,5,21.38,0
453,105,Kennedy Joseph,josephkennedy@gmail.com,ORG_INVITE,1353854119.0,1,1,134,4189.0,2012,11,14.35,0
454,106,Cardoso Eduardo,eduardomelocardoso@cuvox.de,PERSONAL_PROJECTS,1348382077.0,0,0,83,0.0,2012,9,6.34,0
455,107,Ribeiro Vitor,vitorsantosribeiro@yahoo.com,SIGNUP,1379914765.0,0,0,27,0.0,2013,9,5.39,0
456,108,Pabst Kristin,kristinpabst@jourrapide.com,GUEST_INVITE,0.0,1,0,306,3522.0,2013,4,20.1,0
457,109,Overgaard Bertram,bertramrovergaard@gustr.com,SIGNUP,1346390302.0,1,0,118,0.0,2012,8,5.18,0
458,110,Hedegaard Rolla,rolladhedegaard@yahoo.com,ORG_INVITE,1383487367.0,0,0,295,6954.0,2013,11,14.02,0
459,111,Brandt Jonas,jonasbrandt@gustr.com,SIGNUP,1378004208.0,0,0,19,0.0,2013,8,2.56,0
460,112,Gregersen Bertram,omvqrnoh@qiuyl.com,ORG_INVITE,1355127690.0,0,0,301,3261.0,2012,12,8.21,0
461,113,Adair Taylah,taylahadair@gmail.com,SIGNUP,1398712075.0,0,0,100,0.0,2014,4,19.07,0
462,114,Ford Ben,benford@yahoo.com,GUEST_INVITE,1401546817.0,0,0,112,10054.0,2014,5,14.33,0
463,115,Slim Georgia,georgiaslim@yahoo.com,GUEST_INVITE,1401226018.0,0,0,263,3096.0,2014,5,21.26,0
464,116,Rocha Douglas,douglascastrorocha@cuvox.de,ORG_INVITE,1346722816.0,0,0,0,8212.0,2012,9,1.4,0
465,117,Lauritsen Pernille,pernillenlauritsen@hotmail.com,GUEST_INVITE,1375768335.0,0,0,39,9230.0,2013,8,5.52,0
466,118,Quirk Will,willquirk@yahoo.com,GUEST_INVITE,0.0,1,1,12,6799.0,2014,1,11.5,0
467,119,Patel Callum,callumpatel@jourrapide.com,SIGNUP,1348535065.0,0,0,184,0.0,2012,9,1.04,0
468,120,Burger Patrick,jkyoycnk@lyoxx.com,GUEST_INVITE,0.0,1,0,86,9709.0,2013,3,7.52,0
469,121,Toft Dennis,dennismtoft@cuvox.de,GUEST_INVITE,1357257459.0,1,0,402,121.0,2013,1,23.57,0
470,122,Schreiber Christin,christinschreiber@hotmail.com,GUEST_INVITE,0.0,0,0,42,8068.0,2013,3,7.1,0
471,123,Morse Aaron,aaronrmorse@jourrapide.com,SIGNUP,1394988554.0,0,0,103,0.0,2014,3,16.49,0
472,124,Roth Barbara,barbararoth@jourrapide.com,PERSONAL_PROJECTS,1367367837.0,0,0,373,0.0,2013,5,0.23,0
473,125,Gilles Caleb,calebgilles@yahoo.com,ORG_INVITE,1369601511.0,0,0,268,8740.0,2013,5,20.51,0
474,126,Rodrigues T�nia,taniaalvesrodrigues@gmail.com,ORG_INVITE,1380024002.0,1,1,112,5348.0,2013,8,12.0,0
475,127,Withnell Callum,vmvvqqju@apagc.com,SIGNUP,1363212439.0,0,0,30,0.0,2013,3,22.07,0
476,128,Bosanquet Samuel,samuelbosanquet@jourrapide.com,SIGNUP,1397975803.0,0,1,53,0.0,2014,4,6.36,0
477,129,Cousin Derrick,useteqqj@wgobo.com,PERSONAL_PROJECTS,0.0,0,0,193,0.0,2013,1,1.04,0
478,130,Swift Sean,seanswift@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,406,0.0,2012,7,14.09,0
479,131,Aponte Bert,bertgaponte@gmail.com,PERSONAL_PROJECTS,0.0,0,0,48,0.0,2013,2,2.31,0
480,132,Oliveira Cau�,cauagomesoliveira@gmail.com,GUEST_INVITE,1376657498.0,0,0,263,3096.0,2013,8,12.51,0
481,133,Melo Matilde,matildefernandesmelo@gmail.com,SIGNUP,1400416783.0,0,0,249,0.0,2013,9,12.39,1
493,134,Bolton Thomas,thomasebolton@jourrapide.com,PERSONAL_PROJECTS,0.0,0,0,4,0.0,2013,5,9.48,0
494,135,Skov Natasja,tbzuznte@mxecy.com,ORG_INVITE,1401675803.0,0,0,313,6271.0,2014,1,2.23,1
498,136,Gregersen Simone,simonedgregersen@gmail.com,SIGNUP_GOOGLE_AUTH,1400698213.0,1,0,92,0.0,2014,4,18.5,0
499,137,Renwick Luca,lucarenwick@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,9,0.0,2012,11,23.07,0
500,138,Gibbs Henry,henrygibbs@gmail.com,SIGNUP_GOOGLE_AUTH,1372968750.0,0,0,138,0.0,2013,7,20.12,0
501,139,Waller Ronald,ronaldcwaller@yahoo.com,ORG_INVITE,1396122210.0,0,0,261,8610.0,2014,3,19.43,0
502,140,Wei� Anke,ankeweiss@cuvox.de,GUEST_INVITE,1370288879.0,0,1,35,11466.0,2013,6,19.47,0
503,141,Gopinko Jasper,jaspergopinko@jourrapide.com,ORG_INVITE,1391458674.0,0,0,264,10977.0,2013,9,20.17,1
505,142,Eriksen Victoria,victoriaoeriksen@yahoo.com,PERSONAL_PROJECTS,1400978936.0,0,0,95,0.0,2014,3,0.48,0
506,143,Willmore Marcus,marcuswillmore@gustr.com,GUEST_INVITE,1341097017.0,0,0,325,7801.0,2012,6,22.56,0
507,144,Bach Sandra,nrxmpqjx@pdtom.com,SIGNUP,1361187215.0,1,0,55,0.0,2013,2,11.33,0
508,145,Dam Jesper,jesperadam@hotmail.com,GUEST_INVITE,0.0,1,0,254,604.0,2013,7,11.55,0
509,146,Rowell Taylah,taylahrowell@cuvox.de,ORG_INVITE,1401889938.0,0,0,60,2354.0,2013,3,13.52,1
526,147,Muller Sophie,sophiemuller@cuvox.de,ORG_INVITE,1347500841.0,0,0,1,10368.0,2012,9,1.47,0
527,148,Kernot Christian,christiankernot@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,2,0.0,2014,3,12.51,0
528,149,Parke Virginia,virginiadparke@gustr.com,ORG_INVITE,0.0,0,0,63,7027.0,2012,9,9.54,0
529,150,Azevedo J�lio,juliooliveiraazevedo@yahoo.com,SIGNUP,1401481810.0,0,0,10,0.0,2014,5,20.3,0
530,151,Goncalves Melissa,melissaribeirogoncalves@yahoo.com,SIGNUP,1365767127.0,0,0,11,0.0,2013,4,11.45,0
531,152,Randolph Mark,marklrandolph@jourrapide.com,GUEST_INVITE,0.0,1,1,234,7393.0,2013,10,9.4,0
532,153,Boone Timothy,timothymboone@gustr.com,SIGNUP,1400889614.0,0,0,64,0.0,2013,4,0.0,1
565,154,Gomes Alex,alexcostagomes@yahoo.com,ORG_INVITE,1400157024.0,0,0,28,7110.0,2014,5,12.3,0
566,155,Costa Emily,emilysilvacosta@yahoo.com,GUEST_INVITE,1366636333.0,0,0,410,1697.0,2013,4,13.12,0
567,156,Reginald Jordan,jordanreginald@jourrapide.com,SIGNUP,1394142731.0,1,0,170,0.0,2014,3,21.52,0
568,157,Fleming Tyler,tylerfleming@gustr.com,ORG_INVITE,0.0,0,0,118,9434.0,2014,2,15.44,0
569,158,Rozell Tammie,tammierrozell@yahoo.com,SIGNUP,1388181304.0,0,0,42,0.0,2013,12,21.55,0
570,159,Laursen Mohammad,tigkdohv@iaery.com,ORG_INVITE,1400394070.0,0,0,374,10042.0,2014,5,6.21,0
571,160,Skov Nicolai,nicolaisskov@gustr.com,ORG_INVITE,1400951307.0,1,1,15,8331.0,2013,4,17.08,1
597,161,Aachen Petra,petraaachen@gmail.com,SIGNUP_GOOGLE_AUTH,1400841049.0,1,0,17,0.0,2014,5,10.3,0
598,162,Jacobsen Victoria,victoriamjacobsen@gustr.com,GUEST_INVITE,1392934516.0,0,0,15,8006.0,2014,2,22.15,0
599,163,Johansen Noah,noahmjohansen@gmail.com,PERSONAL_PROJECTS,0.0,0,0,1,0.0,2014,5,10.33,0
600,164,Bray Austin,austinbray@gmail.com,SIGNUP,1367360677.0,0,1,364,0.0,2013,4,22.24,0
601,165,Coutee Michael,michaellcoutee@gmail.com,SIGNUP_GOOGLE_AUTH,1365326004.0,0,0,62,0.0,2012,12,9.13,1
604,166,Jung Monika,monikajung@gmail.com,PERSONAL_PROJECTS,0.0,1,0,244,0.0,2014,3,3.5,0
605,167,Murphy Matthew,matthewgmurphy@jourrapide.com,PERSONAL_PROJECTS,1393081207.0,1,0,342,0.0,2014,2,15.0,0
606,168,Tucker Leah,leahtucker@gustr.com,ORG_INVITE,1401419769.0,0,0,225,7104.0,2012,12,3.16,1
665,169,Chapman Charlotte,ubxlktni@erayt.com,ORG_INVITE,0.0,0,0,88,3298.0,2013,4,10.42,0
666,170,Bryson Keith,keithkbryson@gmail.com,ORG_INVITE,0.0,1,1,134,11484.0,2014,1,9.37,0
667,171,Schmitt Yvonne,yvonneschmitt@hotmail.com,SIGNUP,1400230720.0,0,0,121,0.0,2014,4,8.58,0
668,172,Egger Paul,paulegger@gmail.com,ORG_INVITE,1379393597.0,0,0,255,1846.0,2013,6,4.53,0
669,173,Stroud Cheryl,cherylmstroud@cuvox.de,PERSONAL_PROJECTS,1382644686.0,1,0,7,0.0,2013,10,19.58,0
670,174,Pereira Matilde,matilderibeiropereira@jourrapide.com,GUEST_INVITE,1390539786.0,0,0,411,3345.0,2013,6,5.03,1
671,175,Knudsen Astrid,astridaknudsen@cuvox.de,PERSONAL_PROJECTS,1344928955.0,0,0,217,0.0,2012,8,7.22,0
672,176,Terry Grace,gracewterry@gmail.com,SIGNUP_GOOGLE_AUTH,1365389484.0,0,0,109,0.0,2013,4,2.51,0
673,177,Reiniger Nicole,nicolereiniger@gustr.com,PERSONAL_PROJECTS,0.0,0,0,165,0.0,2012,11,22.31,0
674,178,Brauer Daniela,danielabrauer@gmail.com,ORG_INVITE,1339166698.0,0,0,415,178.0,2012,6,14.44,0
675,179,Millen Kai,kaimillen@yahoo.com,ORG_INVITE,1366058864.0,0,0,11,7701.0,2013,4,20.47,0
676,180,Rasmussen Johanne,johannesrasmussen@yahoo.com,SIGNUP,1389455170.0,0,0,104,0.0,2014,1,15.46,0
677,181,Martin Barbara,barbarahmartin@hotmail.com,SIGNUP,1349186091.0,0,0,329,0.0,2012,10,13.54,0
678,182,Semmens Anna,annasemmens@yahoo.com,ORG_INVITE,1384916376.0,0,0,139,8529.0,2013,11,2.59,0
679,183,Lorenzen Benjamin,benjaminslorenzen@yahoo.com,PERSONAL_PROJECTS,1399577040.0,0,0,278,0.0,2014,5,19.24,0
680,184,Luis Janet,janetwluis@yahoo.com,SIGNUP,1390929874.0,0,0,30,0.0,2014,1,17.24,0
681,185,Blackman Jorja,jorjablackman@cuvox.de,GUEST_INVITE,1401863937.0,0,0,116,2962.0,2014,1,6.38,1
691,186,Azevedo Igor,igoralvesazevedo@cuvox.de,ORG_INVITE,0.0,1,1,151,11304.0,2014,3,2.01,0
692,187,Barlow Morgan,morganbarlow@hotmail.com,ORG_INVITE,1401306580.0,0,0,290,4926.0,2014,5,19.49,0
693,188,Naumann Christina,christinanaumann@yahoo.com,ORG_INVITE,1401226449.0,0,0,30,3833.0,2014,3,21.34,1
695,189,Higgins Elizabeth,elizabethhiggins@yahoo.com,PERSONAL_PROJECTS,1376409769.0,0,1,252,0.0,2013,8,16.02,0
696,190,Peace Donald,donaldipeace@cuvox.de,GUEST_INVITE,0.0,0,0,200,4430.0,2012,7,0.48,0
697,191,Schmitz Vanessa,zpconale@lupoa.com,GUEST_INVITE,0.0,0,0,0,3890.0,2013,7,10.23,0
698,192,Turner John,johnrturner@gmail.com,SIGNUP,0.0,0,0,187,0.0,2013,10,12.47,0
699,193,Rocha Erick,erickpintorocha@jourrapide.com,ORG_INVITE,1351570549.0,1,0,122,193.0,2012,10,4.15,0
700,194,Bodenwieser Ruby,rubybodenwieser@gmail.com,GUEST_INVITE,0.0,0,0,353,3192.0,2013,10,23.07,0
701,195,Iqbal Joseph,leknjjpx@wogms.com,ORG_INVITE,1380887089.0,0,0,135,2359.0,2013,10,11.44,0
702,196,Kurtz Rebecca,rebeccakkurtz@gmail.com,GUEST_INVITE,1392637726.0,0,0,3,10370.0,2014,2,11.48,0
703,197,Karlsen Camilla,camillaskarlsen@hotmail.com,GUEST_INVITE,1401582391.0,1,0,135,9608.0,2012,7,0.26,1
737,198,Brandt Natasja,natasjaabrandt@gustr.com,ORG_INVITE,1368262836.0,0,1,328,646.0,2013,5,9.0,0
738,199,Theiss Uta,utatheiss@gustr.com,GUEST_INVITE,0.0,0,0,64,9286.0,2013,9,8.3,0
739,200,Carvalho Carolina,carolinafernandescarvalho@gmail.com,ORG_INVITE,1401885693.0,1,1,107,11734.0,2013,2,12.41,1
767,201,McPhee Erin,erinmcphee@jourrapide.com,ORG_INVITE,1386466841.0,1,1,263,6087.0,2013,12,1.4,0
768,202,Murray Sofia,sofiamurray@yahoo.com,GUEST_INVITE,1400994624.0,1,0,5,3246.0,2013,11,5.1,1
777,203,Friedman Nicole,nicolefriedman@cuvox.de,GUEST_INVITE,1401880564.0,1,0,263,3096.0,2013,6,11.16,1
817,204,Cunha Sofia,sofiapereiracunha@cuvox.de,SIGNUP,1364457782.0,0,0,36,0.0,2013,3,8.03,0
818,205,Smith Sarah,sarahrsmith@gmail.com,PERSONAL_PROJECTS,1346309172.0,0,0,0,0.0,2012,8,6.46,0
819,206,Holtzmann Jennifer,jenniferholtzmann@gmail.com,PERSONAL_PROJECTS,1386098453.0,0,1,13,0.0,2013,12,19.2,0
820,207,Maclean Katie,katiemaclean@gmail.com,PERSONAL_PROJECTS,0.0,0,0,341,0.0,2012,10,15.46,0
821,208,Praed Angelina,angelinapraed@cuvox.de,SIGNUP,1375274344.0,0,0,349,0.0,2013,7,12.39,0
822,209,Castro Eduarda,eduardamartinscastro@jourrapide.com,PERSONAL_PROJECTS,1401836131.0,0,0,184,0.0,2013,8,22.55,1
846,210,Juhl Marius,mariusdjuhl@gmail.com,GUEST_INVITE,1398793833.0,0,0,353,3192.0,2014,4,17.5,0
